user_id,signup_date,country,region,plan_type,signup_channel,age_group
23952,2025-06-23,France,Asia,Standard,Web,60+
23953,2025-06-29,Netherlands,Europe,Basic,Web,46-60
23954,2024-06-25,South Korea,Africa,Standard,Mobile App,18-25
23955,2024-07-28,Italy,Asia,Basic,Web,60+
23956,2024-02-08,Netherlands,Africa,Basic,Mobile App,60+
23957,2025-05-13,Norway,Asia,Standard,Mobile App,36-45
23958,2025-01-20,Sweden,South America,Basic,Mobile App,36-45
23959,2024-04-30,China,North America,Basic,Mobile App,26-35
23960,2025-08-17,United States,Asia,Standard,Web,60+
23961,2025-04-25,Spain,Africa,Standard,Smart Tv,26-35
23962,2024-04-18,Mexico,South America,Standard,Web,46-60
23963,2023-10-21,Norway,Europe,Premium,Mobile App,18-25
23964,2024-04-13,United States,Europe,Basic,Mobile App,26-35
23965,2024-10-04,Egypt,South America,Basic,Web,36-45
23966,2025-03-05,India,Europe,Basic,Web,36-45
23967,2024-05-05,Russia,Africa,Standard,Mobile App,26-35
23968,2025-08-21,Japan,North America,Basic,Web,36-45
23969,2024-06-02,Germany,South America,Standard,Mobile App,46-60
23970,2025-08-09,Russia,North America,Basic,Web,18-25
23971,2024-02-23,Netherlands,North America,Premium,Web,18-25
23972,2024-12-20,Russia,South America,Premium,Smart Tv,60+
23973,2024-12-09,Sweden,Asia,Premium,Mobile App,46-60
23974,2024-07-24,Japan,Africa,Basic,Mobile App,26-35
23975,2024-01-01,Norway,South America,Basic,Mobile App,36-45
23976,2025-04-04,Netherlands,Africa,Premium,Web,36-45
23977,2024-11-02,Russia,North America,Premium,Mobile App,36-45
23978,2024-04-14,Japan,North America,Basic,Mobile App,36-45
23979,2024-09-29,South Korea,Asia,Standard,Smart Tv,60+
23980,2025-05-09,Norway,North America,Basic,Mobile App,26-35
23981,2023-10-22,Australia,South America,Premium,Mobile App,26-35
23982,2024-08-22,Brazil,Africa,Basic,Mobile App,46-60
23983,2025-05-20,Japan,Asia,Standard,Web,46-60
23984,2024-09-23,Sweden,South America,Basic,Mobile App,46-60
23985,2024-05-27,United States,Africa,Basic,Smart Tv,46-60
23986,2024-07-10,Japan,Africa,Standard,Web,60+
23987,2025-09-20,Spain,Europe,Standard,Smart Tv,26-35
23988,2024-07-12,Australia,Europe,Standard,Mobile App,26-35
23989,2023-12-17,South Africa,South America,Standard,Mobile App,46-60
23990,2025-03-05,Germany,Asia,Basic,Web,26-35
23991,2025-01-29,Germany,Africa,Standard,Web,46-60
23992,2025-03-20,South Africa,Africa,Standard,Mobile App,26-35
23993,2024-04-17,Brazil,South America,Basic,Mobile App,36-45
23994,2024-05-10,Sweden,Asia,Premium,Mobile App,46-60
23995,2025-06-16,Norway,North America,Basic,Smart Tv,46-60
23996,2025-01-14,United States,Asia,Premium,Web,26-35
23997,2024-03-01,Mexico,North America,Standard,Smart Tv,60+
23998,2024-03-24,Germany,Africa,Standard,Mobile App,18-25
23999,2024-04-15,India,Europe,Standard,Web,18-25
24000,2024-03-23,Mexico,Europe,Premium,Web,36-45
24001,2025-08-03,Spain,South America,Basic,Mobile App,46-60
24002,2025-05-27,China,Asia,Standard,Web,60+
24003,2024-09-15,Netherlands,Asia,Basic,Smart Tv,26-35
24004,2023-10-15,France,North America,Premium,Web,18-25
24005,2024-11-10,Japan,South America,Standard,Web,36-45
24006,2024-03-20,Germany,Asia,Basic,Mobile App,60+
24007,2024-06-08,South Korea,South America,Standard,Web,36-45
24008,2024-04-27,Australia,North America,Standard,Web,18-25
24009,2024-04-01,Spain,Africa,Basic,Mobile App,36-45
24010,2024-04-15,Japan,Unknown,Basic,Web,18-25
24011,2024-10-09,Japan,Europe,Basic,Web,26-35
24012,2025-09-03,Sweden,Africa,Basic,Web,36-45
24013,2024-10-25,Mexico,Asia,Standard,Web,26-35
24014,2023-12-15,Canada,North America,Basic,Web,18-25
24015,2024-09-07,Egypt,North America,Premium,Web,18-25
24016,2025-06-27,Australia,Europe,Basic,Mobile App,46-60
24017,2024-05-09,Canada,South America,Premium,Smart Tv,26-35
24018,2025-09-08,Russia,Europe,Basic,Mobile App,60+
24019,2023-11-19,France,South America,Premium,Web,60+
24020,2025-05-03,Italy,Europe,Premium,Web,60+
24021,2024-04-24,Sweden,Europe,Standard,Web,18-25
24022,2024-09-19,Australia,North America,Premium,Web,18-25
24023,2025-04-04,South Africa,South America,Premium,Smart Tv,46-60
24024,2024-09-30,France,Europe,Premium,Smart Tv,26-35
24025,2024-09-26,South Africa,Asia,Basic,Mobile App,36-45
24026,2025-03-07,Mexico,North America,Standard,Web,36-45
24027,2024-09-20,India,North America,Basic,Mobile App,26-35
24028,2025-08-22,South Korea,North America,Basic,Mobile App,18-25
24029,2025-02-11,France,North America,Standard,Mobile App,60+
24030,2025-06-04,Spain,Europe,Standard,Web,36-45
24031,2025-09-11,India,Europe,Premium,Web,60+
24032,2024-07-20,Japan,North America,Basic,Web,36-45
24033,2023-12-15,United Kingdom,Europe,Standard,Web,26-35
24034,2024-04-17,South Korea,Europe,Premium,Web,26-35
24035,2025-03-07,Canada,South America,Basic,Web,18-25
24036,2024-01-11,Germany,Asia,Basic,Web,46-60
24037,2024-06-01,United Kingdom,South America,Basic,Web,26-35
24038,2024-11-26,Russia,Africa,Basic,Smart Tv,26-35
24039,2025-05-15,Germany,South America,Basic,Web,18-25
24040,2024-08-06,Germany,Asia,Basic,Mobile App,36-45
24041,2024-12-02,Russia,Asia,Premium,Mobile App,18-25
24042,2024-12-13,Italy,South America,Basic,Web,46-60
24043,2025-04-26,France,South America,Basic,Mobile App,18-25
24044,2025-05-15,China,Africa,Premium,Web,46-60
24045,2024-08-08,Spain,North America,Basic,Mobile App,60+
24046,2024-06-25,United Kingdom,Asia,Basic,Mobile App,46-60
24047,2023-11-04,Spain,North America,Standard,Web,18-25
24048,2025-08-24,China,Africa,Standard,Mobile App,18-25
24049,2023-11-07,Russia,Europe,Basic,Mobile App,36-45
24050,2025-10-05,South Africa,Europe,Basic,Web,26-35
24051,2025-09-07,Italy,North America,Basic,Mobile App,26-35
24052,2025-09-19,Australia,South America,Standard,Web,60+
24053,2025-09-27,Italy,Asia,Standard,Web,36-45
24054,2024-03-18,United Kingdom,North America,Standard,Mobile App,36-45
24055,2023-12-22,France,South America,Basic,Mobile App,60+
24056,2024-12-29,Brazil,Africa,Standard,Web,46-60
24057,2025-02-04,Netherlands,South America,Premium,Web,36-45
24058,2024-07-05,Netherlands,Africa,Standard,Mobile App,60+
24059,2025-07-01,Brazil,North America,Basic,Mobile App,18-25
24060,2024-02-22,Norway,Europe,Premium,Web,36-45
24061,2024-05-08,South Korea,Asia,Standard,Web,60+
24062,2023-12-17,Japan,North America,Basic,Web,60+
24063,2024-07-21,India,Europe,Basic,Mobile App,36-45
24064,2024-03-04,India,Africa,Standard,Smart Tv,26-35
24065,2023-12-20,Italy,Asia,Premium,Mobile App,26-35
24066,2025-09-23,Netherlands,South America,Standard,Web,60+
24067,2024-11-10,China,North America,Basic,Smart Tv,26-35
24068,2024-12-18,Germany,South America,Basic,Web,46-60
24069,2025-08-18,France,Asia,Basic,Mobile App,36-45
24070,2025-08-19,Canada,North America,Basic,Smart Tv,46-60
24071,2025-01-07,South Africa,North America,Standard,Mobile App,46-60
24072,2025-09-21,United States,South America,Standard,Smart Tv,26-35
24073,2025-10-05,Germany,South America,Standard,Web,60+
24074,2024-05-04,China,Europe,Premium,Web,60+
24075,2024-01-16,Canada,South America,Standard,Mobile App,60+
24076,2025-10-03,China,Africa,Basic,Web,18-25
24077,2024-04-01,Netherlands,Europe,Basic,Web,26-35
24078,2024-06-18,Canada,South America,Basic,Mobile App,26-35
24079,2025-07-10,Sweden,North America,Standard,Web,36-45
24080,2024-12-29,Canada,South America,Standard,Mobile App,36-45
24081,2024-05-18,Germany,Asia,Basic,Mobile App,46-60
24082,2025-06-30,Italy,Europe,Basic,Web,26-35
24083,2024-08-31,Spain,North America,Basic,Web,60+
24084,2025-03-11,Russia,South America,Basic,Smart Tv,18-25
24085,2025-08-25,Egypt,Asia,Standard,Mobile App,60+
24086,2025-09-04,China,Europe,Basic,Mobile App,18-25
24087,2024-12-13,France,Europe,Standard,Smart Tv,18-25
24088,2025-04-15,Mexico,Europe,Standard,Mobile App,36-45
24089,2024-03-31,Netherlands,North America,Premium,Web,18-25
24090,2024-12-07,Japan,South America,Standard,Web,36-45
24091,2023-10-26,China,North America,Standard,Web,46-60
24092,2025-01-11,South Africa,Africa,Basic,Mobile App,18-25
24093,2024-08-05,Sweden,South America,Premium,Web,60+
24094,2024-06-03,Spain,Africa,Basic,Mobile App,26-35
24095,2023-11-21,Brazil,South America,Basic,Smart Tv,36-45
24096,2024-09-01,Mexico,Europe,Standard,Mobile App,26-35
24097,2024-01-23,Egypt,North America,Standard,Web,36-45
24098,2025-08-06,China,Africa,Basic,Smart Tv,46-60
24099,2024-02-05,Russia,Europe,Standard,Web,26-35
24100,2025-06-12,China,Europe,Basic,Web,60+
24101,2023-11-23,South Korea,Africa,Basic,Web,60+
24102,2025-05-06,Brazil,South America,Standard,Web,60+
24103,2024-01-31,Spain,Africa,Premium,Smart Tv,46-60
24104,2025-02-17,United States,North America,Premium,Mobile App,46-60
24105,2024-10-03,India,Asia,Basic,Web,46-60
24106,2025-09-17,Italy,South America,Basic,Web,46-60
24107,2025-07-11,Russia,Europe,Basic,Mobile App,46-60
24108,2024-05-03,Russia,Africa,Standard,Web,26-35
24109,2024-05-25,Brazil,Asia,Basic,Web,36-45
24110,2024-05-03,South Korea,Africa,Standard,Web,60+
24111,2025-07-05,United States,Asia,Premium,Web,26-35
24112,2025-01-29,Brazil,South America,Standard,Web,26-35
24113,2024-10-09,United Kingdom,Africa,Basic,Mobile App,46-60
24114,2025-01-21,Brazil,Africa,Premium,Mobile App,26-35
24115,2025-08-31,Egypt,Asia,Basic,Web,46-60
24116,2025-08-25,Russia,North America,Basic,Mobile App,46-60
24117,2025-09-22,Spain,Europe,Basic,Web,26-35
24118,2024-11-25,Germany,Asia,Premium,Mobile App,46-60
24119,2024-09-19,Egypt,Africa,Basic,Mobile App,46-60
24120,2025-03-06,Sweden,Asia,Basic,Mobile App,60+
24121,2025-08-26,Germany,Asia,Basic,Smart Tv,26-35
24122,2025-03-18,South Africa,Africa,Premium,Web,18-25
24123,2024-09-12,France,Africa,Basic,Web,26-35
24124,2024-03-06,Netherlands,North America,Basic,Mobile App,46-60
24125,2025-08-30,United Kingdom,North America,Premium,Mobile App,36-45
24126,2025-04-14,Japan,North America,Premium,Mobile App,36-45
24127,2023-11-11,Russia,Africa,Standard,Web,46-60
24128,2024-12-12,South Africa,South America,Premium,Web,60+
24129,2024-09-11,Mexico,North America,Standard,Web,60+
24130,2024-09-27,Netherlands,Europe,Basic,Web,18-25
24131,2024-06-29,Italy,South America,Standard,Mobile App,26-35
24132,2023-12-06,France,North America,Standard,Web,26-35
24133,2024-08-07,Sweden,Europe,Standard,Web,18-25
24134,2025-03-27,Netherlands,Africa,Standard,Web,60+
24135,2025-02-03,Canada,Europe,Standard,Web,36-45
24136,2023-11-12,Japan,North America,Premium,Web,36-45
24137,2023-11-12,Germany,Asia,Standard,Smart Tv,46-60
24138,2025-02-22,Italy,Asia,Standard,Web,18-25
24139,2025-09-28,Spain,Europe,Basic,Web,36-45
24140,2025-01-30,Sweden,Africa,Premium,Mobile App,60+
24141,2024-10-12,Australia,South America,Standard,Web,26-35
24142,2025-06-30,United States,Asia,Standard,Mobile App,60+
24143,2023-12-21,Russia,South America,Standard,Web,18-25
24144,2025-08-02,Egypt,Africa,Standard,Web,46-60
24145,2023-10-30,China,Asia,Premium,Mobile App,60+
24146,2024-08-11,Russia,Africa,Standard,Web,60+
24147,2024-04-01,Russia,North America,Premium,Mobile App,18-25
24148,2025-04-14,Brazil,South America,Basic,Web,18-25
24149,2024-05-18,Netherlands,North America,Standard,Web,46-60
24150,2024-07-11,Canada,Africa,Basic,Web,26-35
24151,2025-01-30,Russia,Africa,Standard,Web,36-45
24152,2025-09-17,Russia,Europe,Standard,Web,26-35
24153,2024-12-14,Spain,Europe,Standard,Web,60+
24154,2024-04-09,South Korea,Asia,Standard,Web,36-45
24155,2024-06-30,Sweden,North America,Premium,Mobile App,60+
24156,2025-09-10,Japan,North America,Basic,Web,18-25
24157,2025-07-10,India,Africa,Premium,Mobile App,36-45
24158,2024-07-21,United States,Europe,Basic,Mobile App,26-35
24159,2024-12-30,Mexico,South America,Standard,Web,18-25
24160,2024-01-17,France,Africa,Standard,Web,36-45
24161,2024-08-10,Australia,North America,Standard,Smart Tv,18-25
24162,2024-11-09,United States,North America,Standard,Mobile App,26-35
24163,2024-09-06,Spain,Africa,Standard,Web,60+
24164,2024-03-17,Canada,Africa,Standard,Mobile App,60+
24165,2024-05-25,Spain,Africa,Basic,Web,18-25
24166,2025-09-07,Spain,North America,Basic,Smart Tv,18-25
24167,2024-07-25,Brazil,South America,Premium,Web,46-60
24168,2025-07-11,Germany,North America,Premium,Web,60+
24169,2025-04-02,Spain,Africa,Standard,Mobile App,36-45
24170,2025-05-16,Egypt,Europe,Basic,Mobile App,26-35
24171,2025-05-01,Norway,South America,Basic,Mobile App,60+
24172,2025-06-20,South Korea,Asia,Basic,Web,36-45
24173,2025-06-17,Japan,North America,Premium,Mobile App,18-25
24174,2024-04-25,Brazil,South America,Standard,Web,60+
24175,2024-10-05,Mexico,South America,Standard,Web,26-35
24176,2024-04-04,Australia,Africa,Standard,Mobile App,18-25
24177,2024-12-02,Mexico,South America,Standard,Mobile App,26-35
24178,2025-08-29,Sweden,North America,Basic,Mobile App,26-35
24179,2025-09-27,Mexico,Europe,Standard,Web,46-60
24180,2024-04-02,France,South America,Standard,Mobile App,60+
24181,2024-07-02,India,Unknown,Premium,Web,18-25
24182,2023-10-16,Italy,Africa,Basic,Mobile App,60+
24183,2024-08-13,India,South America,Basic,Mobile App,26-35
24184,2025-03-14,Japan,Unknown,Basic,Web,26-35
24185,2024-08-29,Italy,Asia,Basic,Mobile App,36-45
24186,2025-03-02,India,Europe,Standard,Web,18-25
24187,2024-02-08,Mexico,Africa,Premium,Smart Tv,26-35
24188,2024-04-02,Egypt,North America,Basic,Web,46-60
24189,2024-09-07,United Kingdom,South America,Standard,Mobile App,18-25
24190,2025-05-02,Spain,North America,Standard,Web,26-35
24191,2023-10-15,Canada,Asia,Premium,Mobile App,60+
24192,2025-06-26,Spain,Africa,Premium,Mobile App,60+
24193,2025-05-20,Sweden,North America,Standard,Web,26-35
24194,2024-12-13,South Korea,South America,Basic,Smart Tv,60+
24195,2024-03-01,Brazil,Africa,Basic,Mobile App,60+
24196,2024-12-16,South Korea,South America,Basic,Web,26-35
24197,2024-06-08,Russia,South America,Standard,Smart Tv,26-35
24198,2025-02-07,South Korea,Africa,Standard,Web,60+
24199,2025-08-25,Sweden,Unknown,Basic,Mobile App,26-35
24200,2024-12-14,Australia,South America,Basic,Web,46-60
24201,2025-07-31,Brazil,Asia,Standard,Smart Tv,36-45
24202,2023-12-14,Brazil,South America,Standard,Web,26-35
24203,2025-03-21,Australia,Africa,Basic,Web,36-45
24204,2024-03-31,Netherlands,Europe,Standard,Web,60+
24205,2024-12-19,Egypt,North America,Standard,Web,26-35
24206,2024-04-10,Spain,South America,Premium,Mobile App,18-25
24207,2024-12-29,Sweden,North America,Premium,Web,46-60
24208,2025-03-17,Spain,South America,Premium,Web,18-25
24209,2023-11-01,Italy,South America,Basic,Web,60+
24210,2023-11-18,France,Europe,Premium,Web,18-25
24211,2025-07-08,Sweden,Africa,Basic,Web,18-25
24212,2024-04-29,Australia,Asia,Standard,Smart Tv,18-25
24213,2024-03-05,United States,Africa,Standard,Mobile App,36-45
24214,2024-11-26,Netherlands,North America,Standard,Web,36-45
24215,2025-05-03,Sweden,North America,Basic,Mobile App,18-25
24216,2025-06-12,United Kingdom,South America,Basic,Web,60+
24217,2025-05-27,South Korea,Africa,Standard,Web,46-60
24218,2024-05-09,Australia,Europe,Premium,Mobile App,60+
24219,2023-10-28,Netherlands,Asia,Standard,Mobile App,18-25
24220,2024-12-06,Spain,Africa,Standard,Web,60+
24221,2025-06-14,Russia,South America,Basic,Web,60+
24222,2024-04-26,Canada,North America,Basic,Mobile App,46-60
24223,2025-09-13,Canada,Africa,Basic,Mobile App,36-45
24224,2024-05-02,India,North America,Basic,Mobile App,36-45
24225,2025-03-27,France,South America,Standard,Web,18-25
24226,2023-11-24,Germany,North America,Premium,Smart Tv,46-60
24227,2024-04-13,Russia,South America,Basic,Mobile App,18-25
24228,2023-10-31,South Korea,Asia,Standard,Web,60+
24229,2025-09-14,Sweden,Europe,Basic,Mobile App,46-60
24230,2025-02-26,United States,North America,Premium,Mobile App,60+
24231,2024-08-21,Norway,Africa,Basic,Web,36-45
24232,2025-09-03,Russia,Asia,Standard,Mobile App,18-25
24233,2024-04-27,Mexico,Europe,Basic,Web,60+
24234,2024-03-18,Brazil,Africa,Basic,Web,60+
24235,2024-08-14,China,Africa,Basic,Mobile App,36-45
24236,2025-04-19,France,South America,Basic,Web,60+
24237,2024-03-09,Canada,Europe,Standard,Mobile App,36-45
24238,2023-10-22,Spain,Africa,Standard,Mobile App,36-45
24239,2024-07-25,Brazil,Africa,Basic,Web,60+
24240,2024-01-15,Norway,Africa,Basic,Mobile App,26-35
24241,2024-03-21,Germany,Asia,Basic,Web,18-25
24242,2025-06-20,Canada,Europe,Premium,Web,18-25
24243,2025-05-16,United States,South America,Standard,Mobile App,46-60
24244,2024-02-13,China,Asia,Basic,Mobile App,60+
24245,2025-06-25,South Korea,Asia,Basic,Mobile App,60+
24246,2024-05-29,Mexico,Asia,Standard,Web,26-35
24247,2024-07-16,France,South America,Premium,Smart Tv,46-60
24248,2024-05-29,United Kingdom,South America,Standard,Mobile App,36-45
24249,2024-08-09,Germany,Asia,Basic,Mobile App,36-45
24250,2025-01-30,Sweden,Asia,Premium,Web,36-45
24251,2024-07-07,South Africa,North America,Basic,Smart Tv,60+
24252,2023-11-16,Japan,South America,Standard,Web,46-60
24253,2023-11-01,Australia,Africa,Basic,Web,60+
24254,2025-02-09,China,Europe,Premium,Web,18-25
24255,2024-06-24,Norway,Europe,Basic,Web,18-25
24256,2025-07-28,Norway,Europe,Basic,Web,36-45
24257,2025-01-16,Brazil,Asia,Basic,Smart Tv,60+
24258,2023-10-19,France,South America,Standard,Mobile App,60+
24259,2025-07-12,Sweden,North America,Premium,Mobile App,36-45
24260,2024-05-30,South Korea,North America,Standard,Mobile App,36-45
24261,2025-04-15,Italy,Europe,Basic,Mobile App,36-45
24262,2024-04-15,Mexico,Africa,Premium,Web,18-25
24263,2024-11-30,Russia,Africa,Standard,Web,36-45
24264,2025-04-02,Mexico,Africa,Basic,Web,36-45
24265,2025-01-10,Germany,Africa,Premium,Mobile App,18-25
24266,2025-02-20,Norway,North America,Basic,Mobile App,46-60
24267,2024-05-12,United States,North America,Standard,Web,36-45
24268,2025-04-30,China,South America,Standard,Web,36-45
24269,2024-12-23,Brazil,North America,Standard,Web,60+
24270,2024-04-23,India,South America,Premium,Web,60+
24271,2025-03-17,Norway,South America,Basic,Web,60+
24272,2023-12-04,Sweden,Asia,Standard,Web,26-35
24273,2025-05-19,South Africa,North America,Standard,Web,26-35
24274,2023-12-28,Germany,Africa,Basic,Mobile App,36-45
24275,2023-12-10,Netherlands,Unknown,Standard,Mobile App,18-25
24276,2023-12-03,Spain,South America,Standard,Web,18-25
24277,2025-10-11,Brazil,Europe,Standard,Mobile App,60+
24278,2025-06-21,Australia,Africa,Basic,Smart Tv,46-60
24279,2024-09-20,Spain,South America,Basic,Web,36-45
24280,2024-11-16,India,South America,Premium,Smart Tv,60+
24281,2025-04-09,Australia,North America,Basic,Smart Tv,26-35
24282,2024-05-17,Sweden,Asia,Standard,Web,46-60
24283,2024-01-10,China,Europe,Basic,Mobile App,60+
24284,2024-04-30,Mexico,Africa,Basic,Mobile App,26-35
24285,2025-06-18,China,Asia,Basic,Web,36-45
24286,2024-10-10,Canada,Asia,Basic,Mobile App,18-25
24287,2024-04-15,China,North America,Premium,Web,36-45
24288,2025-03-06,Mexico,South America,Basic,Web,46-60
24289,2025-05-04,Spain,Africa,Premium,Web,36-45
24290,2024-06-18,South Korea,Asia,Standard,Mobile App,36-45
24291,2024-04-13,Germany,Asia,Basic,Web,18-25
24292,2024-08-27,United States,Europe,Standard,Mobile App,36-45
24293,2025-01-28,Sweden,Africa,Premium,Web,18-25
24294,2024-06-11,United Kingdom,Africa,Standard,Web,36-45
24295,2025-05-13,Sweden,Asia,Standard,Web,60+
24296,2023-10-22,Australia,South America,Standard,Web,26-35
24297,2024-08-01,United Kingdom,Africa,Standard,Web,60+
24298,2024-11-02,India,Africa,Premium,Smart Tv,36-45
24299,2024-05-24,Canada,Europe,Standard,Web,18-25
24300,2024-07-13,Germany,Europe,Standard,Web,60+
24301,2025-07-19,Mexico,Europe,Premium,Web,46-60
24302,2025-06-07,Japan,South America,Standard,Web,46-60
24303,2025-05-15,Mexico,South America,Standard,Smart Tv,46-60
24304,2023-10-26,South Korea,Africa,Standard,Web,26-35
24305,2024-01-20,Germany,South America,Basic,Web,36-45
24306,2025-07-18,Canada,Europe,Basic,Web,26-35
24307,2024-10-10,Canada,South America,Standard,Mobile App,26-35
24308,2025-10-14,Japan,Africa,Basic,Mobile App,18-25
24309,2024-07-11,France,Asia,Standard,Web,26-35
24310,2025-06-21,Brazil,Unknown,Premium,Mobile App,60+
24311,2025-08-25,Egypt,South America,Basic,Mobile App,18-25
24312,2024-12-30,Sweden,Asia,Standard,Web,18-25
24313,2024-06-17,China,Africa,Basic,Mobile App,18-25
24314,2025-07-28,Norway,Asia,Basic,Mobile App,46-60
24315,2024-12-21,United Kingdom,Asia,Basic,Web,60+
24316,2023-11-08,France,Asia,Standard,Mobile App,46-60
24317,2024-05-17,Egypt,Europe,Basic,Mobile App,26-35
24318,2024-06-14,Mexico,South America,Standard,Web,36-45
24319,2024-04-23,Netherlands,Asia,Standard,Mobile App,18-25
24320,2023-11-25,South Africa,Africa,Premium,Web,46-60
24321,2025-01-01,Brazil,North America,Standard,Mobile App,18-25
24322,2025-09-09,Sweden,North America,Premium,Mobile App,26-35
24323,2025-03-12,Spain,North America,Premium,Smart Tv,18-25
24324,2025-03-25,India,Europe,Premium,Web,26-35
24325,2024-12-16,Germany,South America,Standard,Web,46-60
24326,2024-06-02,India,North America,Basic,Web,18-25
24327,2024-12-13,United Kingdom,Europe,Standard,Web,26-35
24328,2025-07-18,Brazil,Africa,Basic,Smart Tv,60+
24329,2025-04-16,South Korea,Africa,Premium,Smart Tv,36-45
24330,2023-12-29,United States,Europe,Basic,Mobile App,60+
24331,2025-07-30,Russia,South America,Standard,Web,36-45
24332,2024-10-02,Russia,Africa,Standard,Mobile App,26-35
24333,2023-11-25,Japan,South America,Standard,Mobile App,60+
24334,2024-07-01,India,Europe,Basic,Web,60+
24335,2024-03-28,Spain,Africa,Premium,Mobile App,60+
24336,2023-11-17,United States,Africa,Standard,Mobile App,46-60
24337,2025-08-21,Spain,Asia,Basic,Mobile App,60+
24338,2025-07-05,France,Africa,Premium,Mobile App,26-35
24339,2025-01-30,Netherlands,North America,Standard,Mobile App,18-25
24340,2025-10-10,Australia,Asia,Basic,Web,60+
24341,2025-07-21,Canada,Europe,Standard,Web,18-25
24342,2023-11-10,Australia,North America,Basic,Web,18-25
24343,2024-10-04,Mexico,North America,Standard,Mobile App,36-45
24344,2024-05-06,Germany,South America,Basic,Web,36-45
24345,2025-02-03,Russia,Asia,Premium,Web,18-25
24346,2023-12-03,Spain,South America,Standard,Web,36-45
24347,2023-12-26,Egypt,Asia,Basic,Web,26-35
24348,2025-05-20,Australia,Asia,Standard,Web,46-60
24349,2024-07-31,Japan,North America,Premium,Web,46-60
24350,2023-10-20,Canada,Africa,Premium,Web,26-35
24351,2025-06-05,Brazil,South America,Basic,Web,36-45
24352,2025-09-25,Italy,South America,Basic,Web,26-35
24353,2023-10-24,United States,North America,Premium,Mobile App,46-60
24354,2025-09-30,United Kingdom,Africa,Basic,Web,36-45
24355,2024-02-08,India,Asia,Basic,Web,36-45
24356,2024-11-28,France,Asia,Standard,Mobile App,26-35
24357,2023-11-14,China,Africa,Basic,Web,46-60
24358,2024-06-18,United States,Asia,Basic,Web,18-25
24359,2025-04-22,Brazil,South America,Standard,Web,60+
24360,2024-11-29,South Korea,South America,Standard,Mobile App,60+
24361,2024-07-04,South Africa,South America,Premium,Web,36-45
24362,2024-05-03,Spain,North America,Standard,Mobile App,36-45
24363,2024-09-18,Netherlands,Asia,Standard,Web,18-25
24364,2025-09-17,Australia,North America,Basic,Smart Tv,26-35
24365,2024-06-06,South Africa,Asia,Basic,Mobile App,60+
24366,2023-11-07,Spain,South America,Basic,Web,46-60
24367,2024-03-03,Germany,South America,Basic,Web,46-60
24368,2024-07-21,India,Africa,Premium,Web,36-45
24369,2025-10-04,United States,Asia,Basic,Mobile App,60+
24370,2024-08-19,Sweden,Europe,Standard,Smart Tv,26-35
24371,2024-02-21,South Korea,Unknown,Premium,Mobile App,36-45
24372,2024-02-26,South Africa,South America,Basic,Web,60+
24373,2024-03-19,South Korea,Africa,Premium,Web,36-45
24374,2023-12-25,Brazil,Africa,Premium,Web,60+
24375,2025-04-09,France,South America,Standard,Smart Tv,46-60
24376,2024-06-14,United States,Asia,Standard,Smart Tv,36-45
24377,2024-05-18,Canada,Africa,Basic,Smart Tv,46-60
24378,2024-10-29,Japan,Asia,Premium,Smart Tv,26-35
24379,2025-03-28,Germany,Africa,Standard,Web,60+
24380,2025-01-22,Brazil,North America,Standard,Smart Tv,36-45
24381,2024-04-29,France,Asia,Standard,Mobile App,36-45
24382,2024-09-20,France,Africa,Standard,Web,46-60
24383,2024-05-13,Australia,South America,Basic,Web,26-35
24384,2024-11-04,Canada,Europe,Standard,Web,26-35
24385,2025-07-31,Spain,South America,Basic,Web,18-25
24386,2024-01-15,Sweden,Asia,Standard,Mobile App,46-60
24387,2024-12-25,Japan,South America,Standard,Web,26-35
24388,2024-04-19,Russia,South America,Basic,Web,18-25
24389,2024-01-17,United Kingdom,Europe,Basic,Mobile App,60+
24390,2024-02-18,South Korea,South America,Standard,Web,26-35
24391,2025-07-04,Norway,Africa,Standard,Web,60+
24392,2024-06-13,Egypt,North America,Basic,Mobile App,60+
24393,2024-12-22,Egypt,Europe,Standard,Mobile App,46-60
24394,2024-04-29,United Kingdom,Asia,Basic,Mobile App,18-25
24395,2024-01-21,Canada,Africa,Basic,Web,46-60
24396,2025-02-13,France,Asia,Basic,Web,60+
24397,2025-04-14,Egypt,Europe,Standard,Web,26-35
24398,2025-03-09,France,Europe,Basic,Web,46-60
24399,2024-09-28,South Korea,South America,Basic,Web,26-35
24400,2025-02-13,Australia,Europe,Standard,Mobile App,46-60
24401,2023-10-29,Netherlands,Asia,Standard,Smart Tv,18-25
24402,2024-07-31,Norway,Europe,Basic,Web,18-25
24403,2025-03-01,Netherlands,North America,Premium,Web,46-60
24404,2024-06-10,United States,South America,Basic,Smart Tv,46-60
24405,2025-07-02,Australia,Europe,Basic,Web,26-35
24406,2025-07-14,Canada,North America,Premium,Web,60+
24407,2025-07-27,France,Asia,Standard,Web,46-60
24408,2024-10-27,Russia,Asia,Standard,Web,46-60
24409,2025-09-14,Mexico,North America,Premium,Mobile App,60+
24410,2025-09-04,United Kingdom,Unknown,Standard,Web,36-45
24411,2024-01-30,Spain,Europe,Premium,Web,18-25
24412,2025-10-04,Germany,South America,Basic,Mobile App,60+
24413,2024-02-10,Japan,South America,Standard,Mobile App,36-45
24414,2023-10-28,China,Africa,Standard,Smart Tv,46-60
24415,2025-09-04,Russia,North America,Basic,Web,36-45
